time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-05-08T18:17:55.720Z,32.975,68.5817,39.5,4.8,mb,,72,1.608,0.67,us,us1000e0u7,2018-08-08T15:19:37.040Z,"19 km NE of Zargh?n Shahr, Afghanistan",earthquake,7.8,6.3,0.039,205,reviewed,us,us
2018-05-03T07:58:07.980Z,25.0494,63.1733,10,4.5,mb,,140,4.523,0.95,us,us1000dwih,2018-07-27T20:20:31.040Z,"38 km SW of Pasni, Pakistan",earthquake,10.2,1.9,0.082,43,reviewed,us,us
2018-03-15T14:53:24.170Z,33.0311,76.0989,39.8,4.5,mb,,99,2.448,1.21,us,us1000d4p8,2022-08-08T01:14:41.708Z,"36 km E of Bhadarw?h, India",earthquake,4.4,9.1,0.085,41,reviewed,us,us
2018-01-31T04:58:44.280Z,26.2977,66.223,10,4.7,mb,,142,8.568,0.74,us,us2000crm3,2020-07-10T17:01:42.322Z,"11 km NW of Bela, Pakistan",earthquake,7.2,1.9,0.06,84,reviewed,us,us
2017-12-10T22:58:55.730Z,34.3183,78.5677,35.55,4.6,mb,,80,4.452,0.48,us,us2000c2q3,2018-03-06T00:49:35.040Z,"92 km E of Leh, India",earthquake,8.1,6.2,0.091,36,reviewed,us,us
2017-12-09T10:43:07.020Z,33.4204,76.9149,20.3,4.7,mb,,83,3.054,1,us,us2000c2cc,2018-02-28T02:32:34.040Z,"5 km SSE of Padam, India",earthquake,7.3,3.2,0.064,74,reviewed,us,us
2017-12-06T23:41:58.540Z,27.45,65.7132,12.47,5.3,mww,,60,7.528,0.55,us,us2000c1ee,2022-05-03T18:42:23.276Z,"97 km WSW of Khuzdar, Pakistan",earthquake,7.4,4.3,0.075,17,reviewed,us,us
2017-11-07T18:58:50.870Z,29.4443,66.4555,17.62,5,mb,,97,5.536,0.88,us,us2000bjyb,2022-08-07T20:54:34.586Z,"43 km ESE of Nushki, Pakistan",earthquake,8,4.2,0.052,118,reviewed,us,us
2017-11-04T16:34:07.350Z,34.1976,70.5572,68.57,4.5,mb,,73,1.298,1.23,us,us2000bigs,2018-01-24T01:25:09.040Z,"16 km WNW of Markaz-e Woluswal?-ye ?ch?n, Afghanistan",earthquake,5.9,7.5,0.072,57,reviewed,us,us
2017-10-19T01:10:25.000Z,33.5105,76.2599,32.12,4.6,mb,,79,2.501,0.95,us,us1000atxi,2018-01-11T02:22:07.040Z,"50 km ENE of Kishtw?r, India",earthquake,7.3,5.1,0.056,94,reviewed,us,us
2017-09-23T00:14:11.480Z,34.2131,74.5944,35,4.6,mb,,109,4.078,0.61,us,us2000atf6,2022-08-07T18:20:27.830Z,"5 km WSW of Sumbal, India",earthquake,7.9,1.9,0.061,80,reviewed,us,us
2017-09-05T22:40:58.850Z,29.5021,69.9891,25.67,4.6,mb,,88,4.993,0.89,us,us2000agek,2017-12-07T20:00:14.040Z,"38 km W of Dajal, Pakistan",earthquake,7.3,3.7,0.078,49,reviewed,us,us
2017-08-27T12:24:52.510Z,33.5732,72.998,32.11,4.6,mb,,155,0.238,1.34,us,us2000ac8j,2022-08-07T15:46:39.041Z,"5 km WSW of Rawalpindi, Pakistan",earthquake,9.5,6.6,0.103,28,reviewed,us,us
2017-07-09T11:35:28.080Z,27.4842,64.7821,47.81,4.7,mb,,137,7.217,0.63,us,us100098cy,2017-10-06T23:56:10.040Z,"136 km SSW of Kharan, Pakistan",earthquake,9.4,6.3,0.058,91,reviewed,us,us
2017-07-08T10:12:31.400Z,34.6598,73.4405,22.29,4.7,mb,,62,1.016,0.75,us,us1000984s,2017-10-03T00:47:54.040Z,"31 km NE of Baffa, Pakistan",earthquake,7.2,5.1,0.047,139,reviewed,us,us
2017-06-22T09:13:15.500Z,34.7453,69.4815,24.87,4.5,mb,,127,0.415,1.38,us,us20009p03,2017-08-23T16:35:47.040Z,"19 km SW of Tag?b, Afghanistan",earthquake,6.4,6.2,0.09,36,reviewed,us,us
2017-06-14T09:06:06.430Z,34.8708,72.9161,25.09,4.7,mb,,64,1.251,1.02,us,us20009me4,2017-08-18T23:13:27.040Z,"22 km NNW of Shingli Bala, Pakistan",earthquake,4.4,6,0.083,44,reviewed,us,us
2017-06-01T22:55:54.880Z,28.9744,76.7797,10,4.7,mb,,69,5.545,0.76,us,us20009j48,2020-07-10T16:43:09.412Z,"16 km NW of Kharkhauda, India",earthquake,8.3,1.8,0.045,150,reviewed,us,us
2017-05-29T13:53:29.160Z,33.2999,75.9276,35.9,4.5,mb,,165,5.472,0.7,us,us10008w1v,2017-08-15T02:26:45.040Z,"15 km E of Kishtw?r, India",earthquake,10,8.5,0.064,71,reviewed,us,us
2017-05-19T00:02:33.540Z,33.0204,76.1431,42.99,4.5,mb,,107,6.103,0.79,us,us10008tgd,2017-08-05T03:32:11.040Z,"40 km E of Bhadarw?h, India",earthquake,10,8.4,0.083,42,reviewed,us,us
2017-05-17T16:19:30.230Z,34.2997,69.4223,13.2,4.5,mb,,76,0.395,0.91,us,us10008t1f,2017-08-05T03:32:10.040Z,"24 km NW of ?uk?mat? Azrah, Afghanistan",earthquake,6.2,1.5,0.076,51,reviewed,us,us
2017-04-18T05:11:55.400Z,33.9575,76.422,51.3,4.6,mb,,107,2.643,0.95,us,us10008ii5,2017-07-11T01:48:36.040Z,"Kashmir-India border region",earthquake,4.2,7.5,0.083,43,reviewed,us,us
2017-03-24T01:23:31.050Z,29.1084,67.1771,18.04,4.9,mb,,37,5.643,0.88,us,us20008u6b,2022-05-03T18:14:57.896Z,"57 km E of Kalat, Pakistan",earthquake,6.6,3.8,0.046,147,reviewed,us,us
2017-03-18T00:31:34.450Z,27.3067,65.5377,24.28,4.6,mb,,104,7.448,0.87,us,us20008swt,2017-06-07T00:33:43.040Z,"119 km WSW of Khuzdar, Pakistan",earthquake,8.5,5.5,0.068,65,reviewed,us,us
2017-02-08T11:02:37.540Z,25.1444,63.3102,10,5.2,mb,,66,4.675,0.8,us,us20008ig4,2022-05-03T18:11:03.461Z,"20 km SW of Pasni, Pakistan",earthquake,7,1.7,0.045,164,reviewed,us,us
2017-02-07T22:03:56.390Z,25.1912,63.2644,29.07,6.3,mww,,28,4.655,0.76,us,us20008ic7,2022-05-03T19:52:26.476Z,"22 km WSW of Pasni, Pakistan",earthquake,7.5,3.3,,,reviewed,us,us
2017-01-29T08:51:01.370Z,26.7669,65.9521,10,4.7,mb,,61,8.192,0.58,us,us10007w0v,2022-05-03T18:09:56.237Z,"69 km NNW of Bela, Pakistan",earthquake,8.3,1.9,0.068,66,reviewed,us,us
2017-01-23T11:15:52.850Z,29.0978,68.9654,23.64,4.5,mb,,130,5.427,0.78,us,us10007uyv,2017-04-19T18:30:56.040Z,"20 km WNW of Dera Bugti, Pakistan",earthquake,11.6,6.6,0.121,20,reviewed,us,us
2017-01-20T03:47:42.590Z,26.7067,66.1461,10,4.5,mb,,106,7.642,0.9,us,us10007u9i,2017-04-12T02:29:02.040Z,"55 km NNW of Bela, Pakistan",earthquake,9.1,1.9,0.095,32,reviewed,us,us
2017-01-08T13:31:26.230Z,31.7739,72.156,10,4.5,mb,,88,2.093,0.91,us,us10007rzn,2020-07-10T15:20:15.428Z,"12 km WSW of Jahanian Shah, Pakistan",earthquake,5.2,1.9,0.096,32,reviewed,us,us
2016-12-17T17:25:58.040Z,34.0507,73.8062,36.07,4.5,mb,,85,0.599,1.15,us,us200081z0,2017-03-16T02:31:26.040Z,"21 km N of Rawala Kot, Pakistan",earthquake,6.6,7.6,0.084,42,reviewed,us,us
2016-12-08T10:01:59.840Z,34.1753,69.276,10,4.6,mb,,150,0.412,1.34,us,us20007z4h,2017-03-03T07:06:08.040Z,"30 km NE of Pul-e ‘Alam, Afghanistan",earthquake,5.8,1.9,0.122,22,reviewed,us,us
2016-11-24T14:16:36.710Z,33.227,72.7675,37.81,4.5,mb,,249,0.595,1.47,us,us10007c3e,2017-02-15T23:21:39.040Z,"33 km NNW of Chakwal, Pakistan",earthquake,11,12,0.136,16,reviewed,us,us
2016-11-23T00:19:11.410Z,27.7476,66.0661,21.11,4.5,mb,,117,7.235,1.39,us,us10007bmp,2017-02-15T23:21:37.040Z,"54 km W of Khuzdar, Pakistan",earthquake,6.4,5.9,0.084,42,reviewed,us,us
2016-10-20T04:53:53.420Z,30.8984,69.8069,29.96,4.8,mb,,115,3.688,0.73,us,us20007fiq,2022-05-03T18:55:40.849Z,"59 km SE of Zhob, Pakistan",earthquake,7.2,5.4,0.075,54,reviewed,us,us
2016-10-01T08:04:34.330Z,34.9048,73.6822,10,5.4,mb,,54,1.297,0.86,us,us10006ucc,2022-05-03T18:00:46.465Z,"62 km NNE of Muzaffar?b?d, Pakistan",earthquake,7,1.8,0.046,160,reviewed,us,us
2016-09-24T04:16:57.580Z,26.7962,66.1357,10,4.6,mb,,115,7.672,1.03,us,us10006uz8,2016-12-14T03:17:46.040Z,"65 km NNW of Bela, Pakistan",earthquake,6.3,1.9,0.086,41,reviewed,us,us
2016-09-22T20:24:28.620Z,26.1494,68.1516,10,4.6,mb,,130,8.399,0.85,us,us10006rri,2022-06-04T02:38:58.821Z,"12 km N of Sann, Pakistan",earthquake,9.6,1.9,0.068,65,reviewed,us,us
2016-09-05T04:50:14.360Z,34.7371,73.098,25.92,4.7,mb,,59,1.093,0.9,us,us10006kfz,2016-12-03T02:54:43.040Z,"9 km NE of Battagram, Pakistan",earthquake,7.1,5.2,0.06,86,reviewed,us,us
2016-09-02T08:19:53.300Z,34.6817,72.9636,34.89,4.5,mb,,65,1.059,0.93,us,us10006jl2,2016-12-03T02:54:34.040Z,"1 km W of Shingli Bala, Pakistan",earthquake,6.1,4.7,0.127,18,reviewed,us,us
2016-08-27T01:35:05.900Z,31.4834,77.6806,10,4.5,mb,,152,4.306,0.69,us,us20006ufn,2016-11-29T01:28:41.040Z,"6 km NE of R?mpur, India",earthquake,9,1.9,0.091,36,reviewed,us,us
2016-08-27T01:14:30.110Z,31.4746,77.7102,10,4.6,mb,,106,4.332,0.8,us,us20006ufk,2016-11-29T01:28:41.040Z,"8 km ENE of R?mpur, India",earthquake,7.5,1.3,0.066,69,reviewed,us,us
2016-08-26T10:19:23.440Z,28.4815,62.0664,15.93,4.5,mb,,102,1.113,0.75,us,us20006u67,2016-11-29T01:28:40.040Z,"88 km ENE of Kh?sh, Iran",earthquake,5.8,4.3,0.093,34,reviewed,us,us
2016-08-01T13:38:32.850Z,31.3148,76.9876,35.06,4.5,mb,,118,3.911,1.38,us,us10006acy,2016-10-19T04:52:06.040Z,"15 km WNW of Seoni, India",earthquake,8.8,6.9,0.164,11,reviewed,us,us
2016-07-25T23:37:21.230Z,25.7955,65.0807,35,4.6,mb,,190,10.576,0.96,us,us20006hm6,2016-09-24T22:47:19.040Z,"78 km NE of Ormara, Pakistan",earthquake,7.4,2,0.146,14,reviewed,us,us
2016-07-17T11:53:57.580Z,31.3474,74.4464,60.73,4.5,mb,,146,2.503,0.8,us,us20006fcp,2020-07-10T16:32:20.000Z,"7 km ESE of Kahna Nau, Pakistan",earthquake,10.3,5,0.087,39,reviewed,us,us
2016-07-10T21:33:55.890Z,30.8996,66.4706,30.09,4.7,mb,,96,4.228,0.74,us,us100062gd,2022-08-03T03:38:09.216Z,"2 km SE of Chaman, Pakistan",earthquake,8,4.9,0.051,116,reviewed,us,us
2016-06-30T20:50:36.800Z,30.0569,70.2698,10,4.5,mb,,134,4.589,1.02,us,us10005ywq,2016-08-31T03:08:24.040Z,"35 km W of Dera Ghazi Khan, Pakistan",earthquake,9.6,1.9,0.059,85,reviewed,us,us
2016-06-27T05:27:43.810Z,32.1823,69.6512,46.92,4.6,mb,,89,2.406,0.61,us,us2000674d,2016-08-31T03:08:18.040Z,"14 km SSE of Wana, Pakistan",earthquake,8,5.8,0.064,74,reviewed,us,us
2016-05-13T07:01:10.270Z,30.659,66.3878,10,5.5,mwb,,33,4.472,0.95,us,us10005h1j,2022-08-02T22:29:54.522Z,"29 km SSW of Chaman, Pakistan",earthquake,8,1.8,0.055,32,reviewed,us,us
2016-05-13T07:00:51.270Z,30.6507,66.4361,10,4.7,mb,,55,4.459,0.95,us,us10005h1s,2022-05-03T17:48:43.748Z,"29 km S of Chaman, Pakistan",earthquake,6.7,1.9,0.095,34,reviewed,us,us
2016-05-13T06:59:32.030Z,30.6598,66.4243,10,5.2,mwb,,21,4.456,0.87,us,us10005h1a,2022-05-03T17:48:42.453Z,"28 km S of Chaman, Pakistan",earthquake,7.4,1.8,0.055,32,reviewed,us,us
2016-03-28T16:18:30.500Z,27.694,66.0465,28.13,4.6,mb,,58,7.292,0.94,us,us20005cws,2016-06-10T23:32:55.040Z,"57 km WSW of Khuzdar, Pakistan",earthquake,8.2,5.1,0.079,48,reviewed,us,us
2016-03-21T14:48:51.330Z,27.7676,66.0962,10,5.6,mwb,,19,7.208,0.54,us,us20005bft,2022-05-03T19:08:32.577Z,"50 km W of Khuzdar, Pakistan",earthquake,7.3,1.8,0.043,51,reviewed,us,us
2016-03-02T06:35:11.210Z,29.7391,69.9154,10,4.6,mb,,97,4.834,0.84,us,us10004u08,2016-05-06T23:34:23.040Z,"41 km ESE of Barkhan, Pakistan",earthquake,8.6,1.9,0.081,45,reviewed,us,us
2015-12-29T00:07:03.970Z,34.9819,73.0507,48.92,4.7,mb,,50,1.34,0.87,us,us10004a65,2022-08-02T01:25:35.426Z,"Pakistan",earthquake,6.4,7,0.078,49,reviewed,us,us
2015-11-27T11:40:34.340Z,34.8307,73.9303,5,5,mb,,39,1.298,0.91,us,us100041q3,2022-08-01T20:41:33.423Z,"66 km NE of Muzaffar?b?d, Pakistan",earthquake,3.3,3.7,0.076,56,reviewed,us,us
2015-11-23T16:58:05.110Z,29.9046,63.8335,10,4.7,mb,,83,4.667,1.11,us,us100040hk,2016-02-18T04:48:51.040Z,"77 km SE of ‘Al?qahd?r? D?sh?, Afghanistan",earthquake,4.7,1.9,0.091,36,reviewed,us,us
2015-11-08T15:01:24.090Z,27.8368,66.8906,10,4.9,mb,,59,6.932,0.71,us,us10003vr5,2022-05-03T17:35:38.896Z,"27 km E of Khuzdar, Pakistan",earthquake,7.9,1.8,0.049,133,reviewed,us,us
2015-11-02T17:03:05.830Z,32.0564,69.5481,39.95,4.6,mb,,143,2.513,0.95,us,us200041cm,2016-01-30T02:11:03.040Z,"26 km S of Wana, Pakistan",earthquake,9.2,6.6,0.092,35,reviewed,us,us
2015-11-02T13:40:36.200Z,32.0869,69.5562,44.73,5,mb,,26,2.484,0.7,us,us200041b0,2016-11-10T21:58:18.815Z,"23 km S of Wana, Pakistan",earthquake,3.6,4.8,0.045,156,reviewed,us,us
2015-10-27T13:15:05.040Z,27.4306,66.0114,10,5,mb,,76,7.873,0.88,us,us10003ruc,2022-08-01T14:10:22.169Z,"72 km SW of Khuzdar, Pakistan",earthquake,7.7,1.7,0.063,82,reviewed,us,us
2015-10-23T00:36:53.210Z,29.5365,70.2972,26.87,4.5,mb,,133,4.821,0.65,us,us20004064,2016-01-22T23:41:10.040Z,"8 km WSW of Dajal, Pakistan",earthquake,9.8,6.2,0.113,23,reviewed,us,us
2015-10-23T00:27:39.560Z,29.6377,70.326,11,5.6,mww,,38,4.722,0.88,us,us10003qv5,2022-08-01T13:15:05.654Z,"10 km NNW of Dajal, Pakistan",earthquake,7.9,1.8,,,reviewed,us,us
2015-10-19T14:17:00.870Z,28.7072,63.8525,61.82,4.8,mb,,82,5.826,1.06,us,us10003pnd,2016-01-15T20:51:15.040Z,"57 km WSW of Dalbandin, Pakistan",earthquake,8.8,5.4,0.062,79,reviewed,us,us
2015-10-17T00:06:00.200Z,28.8422,64.3723,55.47,4.5,mb,,124,5.817,0.82,us,us10003paa,2016-01-15T20:50:51.040Z,"6 km SSW of Dalbandin, Pakistan",earthquake,9.2,5.2,0.078,48,reviewed,us,us
2015-08-14T13:48:30.210Z,34.6642,73.3111,29.17,4.5,mb,,82,1.011,0.92,us,us1000329w,2015-11-17T00:13:27.040Z,"26 km NNE of Baffa, Pakistan",earthquake,7,5.7,0.128,18,reviewed,us,us
2015-08-03T13:16:03.440Z,27.3983,65.9087,28.57,5.3,mb,,39,7.61,0.74,us,us10002xg2,2022-05-03T17:27:40.659Z,"83 km WSW of Khuzdar, Pakistan",earthquake,3.7,3.9,0.04,214,reviewed,us,us
2015-07-24T21:30:07.260Z,33.3021,73.3002,39.11,4.6,mb,,162,0.348,1.24,us,us20002zza,2022-07-31T20:29:29.174Z,"5 km N of Gujar Khan, Pakistan",earthquake,8.8,7.1,0.122,20,reviewed,us,us
2015-07-24T20:59:54.120Z,33.8564,73.1926,17.03,5.1,mwr,,28,0.214,1.13,us,us20002zz3,2022-07-31T20:28:24.729Z,"19 km WSW of Murree, Pakistan",earthquake,6.1,3.9,0.054,33,reviewed,us,us
2015-07-15T11:25:59.580Z,27.3323,65.985,10,5.3,mww,,33,7.649,0.72,us,us20002xn1,2022-07-31T18:41:23.592Z,"81 km SW of Khuzdar, Pakistan",earthquake,7.5,1.8,,,reviewed,us,us
2015-07-14T05:46:15.620Z,34.3654,73.738,25.36,4.5,mb,,116,0.812,1.37,us,us20002xcp,2015-10-09T20:19:17.040Z,"24 km E of Muzaffar?b?d, Pakistan",earthquake,6.5,6.3,0.18,9,reviewed,us,us
2015-07-02T07:18:24.020Z,34.4513,73.7102,10,5.3,mb,,40,0.878,1.05,us,us10002mzg,2022-07-31T16:22:17.052Z,"23 km ENE of Muzaffar?b?d, Pakistan",earthquake,5.3,1.8,0.06,92,reviewed,us,us
2015-05-31T16:55:50.180Z,33.1388,71.4176,37.52,4.5,mb,,118,1.63,1.05,us,us20002ku4,2015-08-08T00:49:32.040Z,"23 km NNW of Kalabagh, Pakistan",earthquake,8.2,7.4,0.136,16,reviewed,us,us
2015-05-13T14:35:18.290Z,26.7927,62.5102,42.48,4.5,mb,,106,4.99,0.77,us,us20002f03,2015-07-17T07:06:15.040Z,"102 km NNW of Turbat, Pakistan",earthquake,7.8,4.4,0.113,23,reviewed,us,us
2015-02-26T21:59:05.140Z,34.671,73.2777,29.74,5.4,mb,,16,1.017,0.86,us,usc000ttgc,2022-07-27T23:19:31.542Z,"23 km E of Battagram, Pakistan",earthquake,4.6,3.6,0.036,270,reviewed,us,us
2015-02-15T14:14:20.990Z,34.4283,76.2031,48.05,4.7,mb,,84,2.557,0.65,us,usb000tpit,2022-07-27T21:16:35.775Z,"15 km SSE of Kargil, India",earthquake,8.1,7.2,0.059,97,reviewed,us,us
2014-11-24T22:04:05.290Z,30.24,67.5154,18.29,4.5,mb,,96,4.478,0.82,us,usb000szpg,2015-02-18T03:30:58.040Z,"Pakistan",earthquake,7.1,3.6,0.098,31,reviewed,us,us
2014-10-23T04:05:35.260Z,34.9154,73.8777,34.56,4.8,mb,,39,1.358,0.42,us,usb000spya,2015-01-17T01:25:33.040Z,"71 km NNE of Muzaffar?b?d, Pakistan",earthquake,3.9,4.2,0.079,57,reviewed,us,us
2014-09-27T18:39:34.490Z,27.6579,66.0255,30.24,4.5,mb,,97,7.332,1.16,us,usb000sgrh,2014-12-20T00:54:00.040Z,"60 km WSW of Khuzdar, Pakistan",earthquake,8.2,5.4,0.088,42,reviewed,us,us
2014-09-25T06:16:12.460Z,27.2827,65.7252,30.9,5.1,mb,,49,7.579,0.86,us,usb000sft1,2022-05-03T17:02:29.520Z,"105 km SW of Khuzdar, Pakistan",earthquake,6.8,3.8,0.05,138,reviewed,us,us
2014-09-25T02:31:57.680Z,27.3046,65.7506,52,5.4,mww,,38,7.609,0.39,us,usb000sfrw,2022-05-03T17:02:27.154Z,"101 km WSW of Khuzdar, Pakistan",earthquake,7.1,1.8,,,reviewed,us,us
2014-09-22T20:49:10.820Z,34.2939,73.9193,26.73,4.7,mb,,94,0.839,0.75,us,usb000sf2b,2022-07-27T02:56:46.145Z,"26 km NNW of Uri, India",earthquake,7.2,5,0.076,57,reviewed,us,us
2014-09-07T17:04:48.010Z,27.0721,67.2293,29.57,4.6,mb,,124,7.606,1.01,us,usb000sa6x,2014-12-05T23:36:38.040Z,"49 km WNW of Goth Phulji, Pakistan",earthquake,8.3,3.7,0.109,28,reviewed,us,us
2014-09-05T21:36:59.550Z,31.1205,70.1415,46.16,4.5,mb,,59,3.533,1.21,us,usb000s9q1,2014-12-05T23:36:33.040Z,"67 km NW of Taunsa, Pakistan",earthquake,8.6,7.6,0.109,28,reviewed,us,us
2014-08-21T08:11:18.820Z,32.3289,76.4266,10,4.9,mb,,45,2.963,0.75,us,usb000s4v3,2022-07-26T22:54:51.614Z,"15 km NE of Dharamsala, India",earthquake,7.6,1.8,0.05,134,reviewed,us,us
2014-06-13T13:32:52.870Z,33.292,75.5807,42.74,5,mb,,91,1.965,1.14,us,usc000rf2p,2022-05-03T16:54:36.331Z,"16 km N of Doda, India",earthquake,,5.2,0.062,87,reviewed,us,us
2014-06-13T06:17:06.150Z,27.6169,65.9037,26.13,5.2,mb,,78,7.407,1.19,us,usc000rewv,2022-05-03T16:54:35.142Z,"73 km WSW of Khuzdar, Pakistan",earthquake,,3.6,0.051,130,reviewed,us,us
2014-05-16T06:32:10.690Z,29.4664,67.695,18.87,4.9,mb,,97,5.187,0.85,us,usb000qqg4,2014-08-09T02:53:45.000Z,"4 km ESE of Dadhar, Pakistan",earthquake,,2.4,0.057,98,reviewed,us,us
2014-05-08T23:50:11.240Z,26.3678,68.3887,15.35,4.6,mb,,83,8.399,0.78,us,usb000qez2,2020-07-10T18:30:03.385Z,"11 km SE of Daur, Pakistan",earthquake,,4.3,0.061,79,reviewed,us,us
2014-05-08T22:51:15.830Z,26.3868,68.3579,14.73,4.5,mb,,100,8.396,0.79,us,usb000qexd,2022-05-03T16:49:59.882Z,"8 km SSE of Daur, Pakistan",earthquake,,3.1,0.078,48,reviewed,us,us
2014-05-01T13:40:12.340Z,31.7368,69.9299,27.84,4.8,mb,,94,2.893,0.67,us,usb000q6av,2014-07-27T21:51:14.000Z,"54 km WSW of Kulachi, Pakistan",earthquake,,4,0.069,65,reviewed,us,us
2014-03-27T07:39:28.990Z,34.7251,73.6564,23.8,4.7,mb,,73,1.118,1.18,us,usc000nsmp,2014-05-29T23:32:06.000Z,"42 km NNE of Muzaffar?b?d, Pakistan",earthquake,,5.2,0.08,50,reviewed,us,us
2014-02-21T06:46:47.260Z,30.0104,76.1747,16.02,4.6,mb,,146,4.391,0.82,us,usb000n1g8,2020-07-10T18:27:37.267Z,"18 km ESE of Dirba, India",earthquake,,4.9,0.223,6,reviewed,us,us
2014-02-11T00:09:43.170Z,27.1214,65.448,10,4.8,mb,,62,7.284,1.23,us,usc000mmp8,2022-05-03T16:41:47.616Z,"131 km NW of Bela, Pakistan",earthquake,,1.9,0.063,81,reviewed,us,us
2014-01-30T16:01:47.280Z,25.1147,62.7566,30.97,4.6,mb,,96,4.205,0.89,us,usc000mdna,2014-04-08T01:43:17.000Z,"43 km E of Gwadar, Pakistan",earthquake,,5.1,0.07,64,reviewed,us,us
2014-01-27T10:33:23.560Z,34.7881,73.1097,28.1,4.6,mb,,58,1.142,0.66,us,usb000m8su,2014-03-27T18:15:44.000Z,"Pakistan",earthquake,,4.9,0.12,21,reviewed,us,us
2014-01-08T23:48:18.900Z,27.2984,65.6404,10,4.5,mb,,80,7.522,1.07,us,usc000lz0g,2014-03-15T03:38:41.000Z,"111 km WSW of Khuzdar, Pakistan",earthquake,,1.9,0.097,31,reviewed,us,us
2013-12-19T19:28:40.940Z,27.5175,67.4543,10.11,5.4,mwb,,18,7.132,0.76,us,usc000lnge,2022-05-03T16:36:19.471Z,"34 km WNW of Warah, Pakistan",earthquake,,3,0.054,,reviewed,us,us
2013-12-11T12:34:19.700Z,29.7619,69.7293,10,4.5,mb,,72,4.8,0.82,us,usc000li0c,2014-02-21T23:00:51.000Z,"24 km SE of Barkhan, Pakistan",earthquake,,1.8,0.102,,reviewed,us,us
2013-11-15T10:42:40.520Z,29.8329,67.5025,17.75,4.9,mb,,70,4.872,0.87,us,usb000kyxr,2022-05-03T16:33:08.419Z,"16 km ESE of Mach, Pakistan",earthquake,,3.5,0.056,,reviewed,us,us
2013-10-28T19:04:10.800Z,25.8855,64.1905,18.92,4.7,mb,,124,5.706,0.86,us,usc000kq1t,2022-05-03T16:30:37.699Z,"87 km NNW of Ormara, Pakistan",earthquake,,5,0.074,,reviewed,us,us
2013-10-26T00:05:03.550Z,33.1049,75.9359,41.6,4.5,mb,,101,2.297,0.68,us,usc000knei,2014-01-03T00:32:54.000Z,"24 km NE of Bhadarw?h, India",earthquake,,6.9,0.084,,reviewed,us,us
2013-10-18T13:18:22.570Z,28.2609,66.5271,10,5.2,mb,,50,6.619,0.93,us,usb000kgbw,2022-05-03T17:54:26.850Z,"36 km SE of Surab, Pakistan",earthquake,,1.8,0.064,,reviewed,us,us
2013-10-18T13:12:26.870Z,25.937,64.1061,18.67,4.6,mb,,124,5.661,1,us,usb000kgbr,2022-05-03T16:29:33.794Z,"96 km NNW of Ormara, Pakistan",earthquake,,4.6,0.107,,reviewed,us,us
2013-09-28T07:34:06.450Z,27.1825,65.5052,12,6.8,mww,,17,7.359,0.91,us,usb000k1gb,2022-07-25T23:01:12.781Z,"129 km WSW of Khuzdar, Pakistan",earthquake,,1.7,,,reviewed,us,us
2013-09-27T18:08:39.880Z,27.2997,65.5423,15.69,4.9,mb,,39,7.448,0.82,us,usb000k15g,2022-05-03T16:27:43.756Z,"119 km WSW of Khuzdar, Pakistan",earthquake,,3.8,0.052,,reviewed,us,us
2013-09-27T06:51:01.540Z,26.0859,64.2469,14.85,4.8,mb,,82,5.842,1.45,us,usb000k0ur,2013-12-13T09:00:34.000Z,"104 km NNW of Ormara, Pakistan",earthquake,,4.1,0.064,,reviewed,us,us
2013-09-24T22:38:16.120Z,27.1673,65.5121,22.91,4.8,mb,,107,7.357,1.09,us,usb000jz3j,2013-12-13T09:00:32.000Z,"129 km WSW of Khuzdar, Pakistan",earthquake,,3.3,0.07,,reviewed,us,us
2013-09-24T21:59:03.140Z,27.405,65.664,24.87,4.8,mb,,45,7.553,1.08,us,usb000jz2f,2022-05-03T16:27:37.955Z,"103 km WSW of Khuzdar, Pakistan",earthquake,,4.6,0.067,,reviewed,us,us
2013-09-24T19:54:07.600Z,27.3794,65.6489,26.61,4.6,mb,,97,7.57,1.07,us,usb000jywt,2013-12-13T09:00:32.000Z,"106 km WSW of Khuzdar, Pakistan",earthquake,,5.4,0.076,,reviewed,us,us
2013-09-24T17:20:13.520Z,27.131,65.471,10.52,5.5,mb,,21,7.307,0.85,us,usb000jyqj,2022-05-03T16:27:31.735Z,"130 km NW of Bela, Pakistan",earthquake,,1.9,0.039,,reviewed,us,us
2013-09-24T15:13:48.730Z,26.9443,65.3131,10,4.8,mb,,123,9.586,0.8,us,usb000k2ce,2013-12-13T09:00:32.000Z,"127 km NW of Bela, Pakistan",earthquake,,1.8,0.092,,reviewed,us,us
2013-09-24T15:12:23.090Z,27.1171,65.4777,18.22,4.9,mb,,60,7.305,0.71,us,usb000jylx,2022-05-03T16:27:24.946Z,"128 km NW of Bela, Pakistan",earthquake,,3.8,0.062,,reviewed,us,us
2013-09-24T14:08:32.730Z,27.4939,65.6874,20.97,5.2,mb,,23,7.479,0.92,us,usb000jyl0,2022-05-03T16:27:19.632Z,"97 km WSW of Khuzdar, Pakistan",earthquake,,2.7,0.05,,reviewed,us,us
2013-09-24T13:01:39.010Z,27.3125,65.6201,14.48,5.6,mb,,21,7.513,0.86,us,usb000jykm,2022-05-03T16:27:14.192Z,"112 km WSW of Khuzdar, Pakistan",earthquake,,1.3,0.045,,reviewed,us,us
